,Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level,Passed
33316,S33317,15.5,66.5,69.5,No,Associate,Yes
33318,S33319,7.4,48.2,70.8,No,Master,No
33320,S33321,28.6,82.1,52.1,Yes,Bachelor,No
33321,S33322,13.9,46.2,58.7,No,Master,Yes
33325,S33326,11.3,80.9,62.3,No,High School,No
33328,S33329,6.2,49.9,84.6,No,Bachelor,No
33330,S33331,8.4,71.1,61.7,No,Master,Yes
33333,S33334,3.0,82.3,89.8,No,Bachelor,Yes
33334,S33335,3.8,65.4,71.5,Yes,Associate,No
33336,S33337,14.8,90.9,78.9,Yes,Associate,No
33337,S33338,17.4,64.3,76.9,No,Master,Yes
33339,S33340,17.9,63.4,49.1,No,Bachelor,Yes
33340,S33341,4.4,77.7,79.6,Yes,Master,Yes
33345,S33346,0.9,76.4,46.6,No,Associate,Yes
33350,S33351,9.5,84.2,30.0,No,Bachelor,Yes
33351,S33352,6.3,66.9,78.2,No,Associate,Yes
33352,S33353,9.9,82.0,91.6,Yes,Bachelor,No
33354,S33355,17.5,71.2,66.2,Yes,Bachelor,Yes
33355,S33356,10.1,66.9,60.4,Yes,Associate,Yes
33357,S33358,8.8,87.8,77.6,No,Master,No
33358,S33359,11.0,61.1,47.9,Yes,Master,Yes
33359,S33360,15.6,81.3,57.8,Yes,Bachelor,Yes
33361,S33362,10.8,60.1,85.7,Yes,Bachelor,Yes
33363,S33364,7.3,57.5,60.5,No,Associate,No
33364,S33365,4.9,82.2,74.8,Yes,Bachelor,No
33366,S33367,16.3,87.8,55.4,Yes,High School,Yes
33367,S33368,19.0,70.6,41.4,Yes,Bachelor,No
33371,S33372,17.0,86.4,99.3,Yes,High School,No
33372,S33373,10.7,77.3,73.8,No,Master,Yes
33373,S33374,10.0,85.6,54.1,Yes,Bachelor,No
33376,S33377,13.8,69.2,59.7,No,Bachelor,Yes
33377,S33378,11.8,86.9,64.4,No,High School,No
33379,S33380,7.0,77.1,59.0,No,Master,Yes
33384,S33385,6.8,16.9,66.8,No,Bachelor,Yes
33386,S33387,11.0,66.4,49.7,Yes,Master,Yes
33387,S33388,14.4,72.0,70.3,Yes,Associate,No
33388,S33389,8.6,83.2,67.3,No,Bachelor,No
33391,S33392,21.5,70.5,54.3,Yes,Bachelor,Yes
33392,S33393,16.0,89.6,18.6,No,High School,Yes
33393,S33394,13.7,63.0,65.7,Yes,Bachelor,No
33394,S33395,11.6,90.5,37.0,No,Master,No
33396,S33397,5.5,78.7,70.3,No,Associate,Yes
33399,S33400,5.2,63.2,55.8,No,Associate,No
33401,S33402,9.5,67.4,66.8,Yes,Master,No
33402,S33403,9.9,97.3,66.4,No,Bachelor,Yes
33405,S33406,9.1,67.3,56.2,No,High School,Yes
33408,S33409,13.5,70.8,68.5,No,Bachelor,No
33409,S33410,7.3,94.5,68.6,No,Associate,Yes
33410,S33411,18.0,64.0,95.6,No,Bachelor,Yes
33417,S33418,13.3,90.1,54.5,Yes,Master,No
33418,S33419,9.7,68.7,74.4,No,High School,Yes
33419,S33420,7.4,64.6,58.7,Yes,High School,Yes
33421,S33422,17.4,75.5,42.8,No,Associate,Yes
33422,S33423,3.1,52.3,70.6,Yes,Bachelor,No
33423,S33424,5.9,63.3,70.9,Yes,High School,Yes
33427,S33428,19.0,59.1,56.8,Yes,Associate,Yes
33428,S33429,8.5,61.3,55.3,Yes,Master,Yes
33431,S33432,4.5,51.7,79.5,No,Associate,Yes
33434,S33435,11.1,75.2,43.9,Yes,Associate,No
33436,S33437,12.5,69.0,73.8,No,Master,No
33438,S33439,11.1,53.4,50.5,Yes,High School,Yes
33439,S33440,4.8,80.3,79.1,Yes,High School,No
33443,S33444,9.8,87.2,64.8,No,Associate,No
33444,S33445,6.2,40.5,80.1,Yes,High School,Yes
33446,S33447,14.5,91.4,67.1,Yes,High School,No
33448,S33449,5.3,76.2,62.2,Yes,High School,Yes
33449,S33450,14.7,51.4,57.7,Yes,Bachelor,Yes
33450,S33451,11.3,51.4,71.3,Yes,Master,Yes
33454,S33455,5.5,66.5,51.4,No,High School,No
33457,S33458,5.8,82.8,73.1,Yes,High School,No
33461,S33462,14.2,62.4,56.8,No,Master,No
33462,S33463,5.5,61.8,67.3,No,Bachelor,No
33464,S33465,17.8,46.3,43.5,No,Bachelor,Yes
33465,S33466,2.1,79.0,80.3,Yes,Master,No
33466,S33467,16.7,62.6,89.0,Yes,Master,No
33467,S33468,5.0,66.3,55.8,No,Associate,Yes
33470,S33471,10.9,77.4,66.7,Yes,Master,Yes
33473,S33474,1.8,91.7,66.1,No,Associate,No
33475,S33476,9.1,49.4,45.9,No,High School,Yes
33477,S33478,14.4,76.2,65.1,No,Associate,No
33478,S33479,9.8,79.8,68.3,Yes,High School,Yes
33479,S33480,12.2,60.0,43.1,No,High School,No
33482,S33483,8.1,60.8,70.4,Yes,Master,No
33483,S33484,6.6,47.8,72.7,No,High School,No
33484,S33485,14.4,73.4,73.0,Yes,Bachelor,Yes
33485,S33486,5.4,58.2,48.6,No,Associate,No
33487,S33488,9.2,82.7,90.5,Yes,High School,Yes
33490,S33491,16.2,89.0,65.4,No,High School,No
33491,S33492,15.1,79.9,77.7,Yes,Bachelor,Yes
33495,S33496,12.9,82.4,69.3,Yes,High School,No
33498,S33499,8.0,57.9,50.9,Yes,Associate,Yes
33505,S33506,4.7,74.6,75.6,Yes,High School,Yes
33506,S33507,12.0,73.7,68.7,No,Associate,Yes
33507,S33508,12.7,82.7,47.8,No,Master,Yes
33518,S33519,19.4,46.3,79.2,Yes,Bachelor,No
33523,S33524,11.1,64.8,56.0,No,Bachelor,Yes
33529,S33530,0.2,94.5,57.2,No,High School,No
33532,S33533,9.8,89.6,79.3,No,Bachelor,Yes
33533,S33534,7.5,67.5,77.2,Yes,Associate,Yes
33535,S33536,11.2,64.2,50.5,Yes,Master,No
33537,S33538,9.0,79.3,77.2,Yes,High School,No
33538,S33539,15.3,74.7,70.3,Yes,Master,Yes
33540,S33541,5.5,98.1,66.9,No,Bachelor,Yes
33542,S33543,7.8,86.5,59.8,Yes,High School,No
33545,S33546,15.4,87.6,79.3,Yes,Associate,Yes
33548,S33549,18.3,69.2,44.4,Yes,High School,No
33549,S33550,16.3,64.5,66.0,Yes,Bachelor,Yes
33552,S33553,10.6,77.2,80.8,Yes,High School,Yes
33553,S33554,8.0,75.6,67.2,Yes,Bachelor,Yes
33556,S33557,12.9,93.1,85.0,No,Bachelor,Yes
33558,S33559,13.1,75.1,50.7,Yes,Bachelor,No
33561,S33562,5.6,88.3,84.3,Yes,Associate,Yes
33564,S33565,14.1,88.9,98.6,Yes,Associate,No
33565,S33566,4.2,74.0,70.2,Yes,Associate,Yes
33567,S33568,1.8,64.0,74.1,No,Master,Yes
33568,S33569,8.8,80.5,79.3,Yes,Master,No
33569,S33570,2.9,94.3,85.8,Yes,Bachelor,No
33571,S33572,11.8,47.4,45.1,Yes,Associate,Yes
33575,S33576,12.2,82.3,51.8,No,Master,No
33576,S33577,8.2,90.8,69.2,Yes,Bachelor,No
33577,S33578,9.0,50.3,55.4,No,Associate,No
33578,S33579,8.0,79.3,40.6,No,Associate,Yes
33579,S33580,7.1,42.6,54.2,No,Bachelor,No
33580,S33581,7.0,90.8,54.6,Yes,Master,No
33581,S33582,6.9,52.8,39.9,No,Bachelor,No
33582,S33583,6.2,78.8,61.6,Yes,Bachelor,Yes
33583,S33584,4.9,67.7,48.4,Yes,Associate,Yes
33586,S33587,4.6,47.0,74.0,No,Bachelor,No
33587,S33588,13.8,73.5,41.8,Yes,Associate,Yes
33588,S33589,16.2,56.4,79.2,Yes,Master,No
33589,S33590,10.0,68.6,90.5,No,Associate,No
33591,S33592,6.5,69.4,89.2,No,Bachelor,Yes
33592,S33593,15.3,51.0,71.3,Yes,Associate,No
33593,S33594,18.7,65.5,64.3,Yes,Bachelor,No
33595,S33596,7.4,75.6,75.6,Yes,Master,Yes
33597,S33598,10.6,76.0,74.4,Yes,Master,No
33598,S33599,7.5,52.8,89.4,Yes,Master,Yes
33599,S33600,12.4,47.7,72.5,Yes,Associate,No
33600,S33601,14.7,99.6,36.8,Yes,High School,Yes
33601,S33602,6.1,89.6,60.1,Yes,Associate,Yes
33602,S33603,22.7,86.0,78.3,Yes,Master,Yes
33604,S33605,5.7,63.4,75.2,No,Bachelor,No
33607,S33608,7.2,57.0,65.3,No,Bachelor,No
33608,S33609,4.7,55.1,32.4,Yes,Associate,No
33609,S33610,12.7,81.2,83.2,No,Bachelor,Yes
33611,S33612,13.3,95.7,70.2,No,High School,No
33619,S33620,19.4,57.0,65.9,No,Bachelor,Yes
33621,S33622,15.0,65.1,34.4,Yes,Bachelor,Yes
33623,S33624,4.3,81.7,73.3,No,Bachelor,No
33624,S33625,4.3,53.3,51.0,No,Bachelor,Yes
33626,S33627,10.1,84.9,57.5,Yes,Bachelor,Yes
33630,S33631,10.2,87.8,67.8,Yes,Bachelor,No
33635,S33636,15.1,68.9,38.6,No,Associate,No
33636,S33637,6.1,62.5,69.5,Yes,High School,Yes
33637,S33638,6.4,69.9,72.0,No,Bachelor,No
33638,S33639,16.9,65.9,57.3,No,Associate,No
33641,S33642,5.6,61.9,37.4,Yes,Master,No
33643,S33644,16.6,55.9,73.1,Yes,Bachelor,Yes
33644,S33645,16.4,95.3,69.8,Yes,High School,No
33646,S33647,21.7,83.9,61.9,Yes,Master,Yes
33647,S33648,12.3,65.8,53.9,No,High School,Yes
33650,S33651,10.0,75.5,48.2,Yes,Master,No
33652,S33653,16.3,77.1,63.9,No,Master,No
33653,S33654,5.2,81.5,83.1,Yes,Bachelor,No
33655,S33656,13.0,54.9,95.3,Yes,Master,Yes
33657,S33658,22.1,94.7,84.5,No,Associate,No
33658,S33659,14.7,44.8,78.3,Yes,Associate,No
33660,S33661,16.1,98.7,85.3,No,Master,Yes
33661,S33662,13.7,86.6,84.4,No,Master,No
33663,S33664,9.4,71.8,62.7,No,Master,No
33664,S33665,12.1,74.0,71.9,Yes,Bachelor,No
33668,S33669,7.8,96.2,70.6,Yes,Associate,Yes
33669,S33670,2.0,85.4,55.0,Yes,Master,Yes
33670,S33671,7.5,85.2,44.0,No,Master,Yes
33671,S33672,9.6,70.5,74.5,No,High School,No
33676,S33677,8.2,90.6,51.0,Yes,Master,No
33679,S33680,0.5,99.2,50.8,No,High School,No
33680,S33681,7.7,71.0,26.7,No,Associate,Yes
33681,S33682,3.6,94.7,31.2,No,High School,No
33686,S33687,9.8,62.0,82.6,Yes,Bachelor,No
33694,S33695,16.7,77.2,57.3,No,Master,No
33695,S33696,12.0,55.3,61.9,Yes,Bachelor,Yes
33697,S33698,18.2,81.5,50.6,No,Associate,No
33699,S33700,11.9,84.9,63.4,No,Bachelor,No
33700,S33701,14.8,86.6,67.2,Yes,Associate,Yes
33703,S33704,10.6,56.6,81.3,Yes,Associate,Yes
33704,S33705,10.3,53.9,76.2,Yes,Master,No
33706,S33707,12.3,79.3,67.4,Yes,Master,Yes
33707,S33708,17.2,58.8,49.9,No,Associate,No
33709,S33710,9.6,82.6,67.4,No,Bachelor,Yes
33714,S33715,6.9,32.6,43.6,Yes,Master,No
33719,S33720,7.6,55.6,67.9,Yes,Bachelor,Yes
33724,S33725,6.5,67.3,44.6,No,Bachelor,No
33725,S33726,1.0,63.5,68.6,Yes,Associate,Yes
33726,S33727,13.7,92.5,63.3,No,Bachelor,No
33727,S33728,16.9,85.7,64.0,Yes,Associate,Yes
33728,S33729,14.2,67.3,41.4,Yes,High School,Yes
33729,S33730,14.9,84.5,56.7,No,Master,No
33730,S33731,7.4,53.1,67.6,No,Associate,Yes
33733,S33734,10.9,77.0,56.9,Yes,High School,Yes
33738,S33739,9.1,63.9,53.0,Yes,High School,No
33740,S33741,11.4,54.1,53.9,No,Master,Yes
33741,S33742,14.2,60.4,68.2,Yes,Associate,No
33742,S33743,0.4,81.6,77.5,Yes,Master,No
33743,S33744,6.6,57.2,64.5,No,Bachelor,No
33744,S33745,5.2,59.2,57.1,Yes,Master,No
33745,S33746,16.3,83.6,65.2,Yes,Bachelor,No
33747,S33748,7.4,94.2,70.8,Yes,High School,No
33748,S33749,12.7,70.7,58.3,Yes,Associate,No
33750,S33751,9.9,80.0,64.6,Yes,Associate,No
33751,S33752,19.1,72.3,78.2,Yes,Associate,Yes
33752,S33753,18.9,80.6,70.4,No,High School,No
33754,S33755,9.1,20.6,59.9,Yes,Bachelor,Yes
33755,S33756,6.9,46.7,45.0,No,High School,No
33756,S33757,0.4,65.9,98.8,No,Bachelor,No
33757,S33758,15.2,84.8,60.4,Yes,Master,Yes
33759,S33760,7.8,63.1,84.8,No,Bachelor,No
33761,S33762,8.6,81.7,69.6,No,Master,Yes
33762,S33763,10.4,79.4,63.2,Yes,Bachelor,No
33763,S33764,4.3,80.1,60.9,No,Bachelor,No
33765,S33766,15.1,35.4,70.9,No,Master,No
33766,S33767,10.6,78.9,50.3,No,Master,No
33767,S33768,16.4,74.0,61.5,No,Master,No
33768,S33769,11.8,43.2,75.1,Yes,High School,Yes
33769,S33770,4.6,86.6,72.3,No,High School,Yes
33771,S33772,11.2,86.2,50.9,No,Bachelor,Yes
33773,S33774,3.7,79.4,75.8,Yes,High School,Yes
33776,S33777,8.2,73.0,74.2,Yes,Associate,No
33778,S33779,5.5,72.3,43.1,No,High School,Yes
33784,S33785,1.9,71.2,22.2,Yes,Associate,No
33785,S33786,16.0,93.8,68.1,Yes,Bachelor,No
33786,S33787,6.0,68.3,47.8,No,High School,No
33788,S33789,13.3,83.3,63.7,No,Master,Yes
33790,S33791,15.8,58.0,41.2,Yes,Bachelor,Yes
33791,S33792,5.4,64.8,37.5,Yes,High School,Yes
33793,S33794,5.7,68.1,84.4,No,Master,Yes
33795,S33796,15.7,77.5,69.8,Yes,Associate,No
33797,S33798,0.7,83.7,69.8,Yes,Bachelor,No
33799,S33800,4.7,49.6,65.6,No,Bachelor,Yes
33800,S33801,3.5,52.4,36.5,Yes,Associate,Yes
33801,S33802,11.3,66.8,59.1,Yes,Bachelor,No
33803,S33804,14.0,74.4,56.6,Yes,Associate,Yes
33808,S33809,17.9,55.2,60.4,Yes,Bachelor,Yes
33809,S33810,7.7,54.0,48.4,Yes,Associate,Yes
33813,S33814,8.1,50.7,76.3,Yes,Master,Yes
33817,S33818,14.4,83.8,50.1,Yes,Master,Yes
33818,S33819,2.3,55.2,64.0,No,Bachelor,No
33821,S33822,14.4,53.8,70.4,No,Associate,No
33823,S33824,3.6,36.3,51.6,Yes,Associate,No
33826,S33827,4.5,66.8,64.6,No,Associate,Yes
33828,S33829,7.4,48.3,63.3,No,Associate,No
33829,S33830,8.9,70.5,74.8,No,Master,No
33830,S33831,12.3,90.1,62.2,No,Master,No
33832,S33833,12.3,57.3,57.2,No,Master,No
33833,S33834,10.6,97.3,80.1,Yes,High School,Yes
33835,S33836,1.6,66.3,48.5,No,Associate,Yes
33836,S33837,12.9,92.2,70.4,Yes,Bachelor,Yes
33838,S33839,22.7,66.9,65.9,No,Master,No
33840,S33841,17.3,66.5,53.8,No,Master,Yes
33841,S33842,12.3,47.9,48.9,Yes,Bachelor,No
33842,S33843,11.5,75.1,71.6,Yes,High School,Yes
33843,S33844,10.6,70.1,63.3,No,Associate,No
33844,S33845,9.5,56.5,67.1,Yes,Associate,No
33845,S33846,13.0,68.2,81.9,Yes,High School,No
33846,S33847,7.4,70.5,55.4,No,Associate,No
33848,S33849,4.1,95.8,68.1,No,High School,No
33849,S33850,12.4,95.8,45.3,Yes,High School,No
33850,S33851,5.2,73.3,75.0,Yes,High School,No
33854,S33855,13.9,63.1,37.2,Yes,Master,No
33856,S33857,12.4,38.5,74.9,No,Associate,No
33858,S33859,0.1,64.3,50.7,Yes,Bachelor,Yes
33861,S33862,15.1,96.6,74.2,Yes,Associate,No
33863,S33864,2.0,65.1,62.0,Yes,Bachelor,Yes
33864,S33865,9.5,69.3,62.4,Yes,Associate,Yes
33865,S33866,14.4,61.4,56.1,No,Bachelor,Yes
33866,S33867,12.4,85.8,64.3,No,Master,No
33867,S33868,9.3,37.6,58.9,No,Master,No
33868,S33869,1.7,67.2,84.0,Yes,Associate,No
33871,S33872,1.7,66.4,78.1,Yes,Associate,No
33872,S33873,8.4,94.8,72.2,Yes,Master,Yes
33873,S33874,10.2,73.9,51.6,No,Associate,Yes
33880,S33881,5.3,44.0,77.8,Yes,High School,Yes
33881,S33882,13.0,90.4,89.5,No,Bachelor,Yes
33884,S33885,10.1,78.7,72.5,Yes,High School,No
33887,S33888,6.1,98.2,75.7,Yes,Associate,Yes
33888,S33889,10.8,90.0,75.9,Yes,Bachelor,Yes
33889,S33890,18.3,76.3,58.9,No,Associate,No
33891,S33892,2.0,81.1,60.8,No,Associate,No
33897,S33898,6.8,51.0,30.6,Yes,High School,Yes
33898,S33899,10.2,53.2,78.7,No,Master,Yes
33900,S33901,5.2,95.8,47.1,Yes,High School,Yes
33901,S33902,8.8,71.1,79.4,Yes,High School,Yes
33904,S33905,1.2,87.6,61.9,No,Bachelor,Yes
33905,S33906,1.1,85.0,79.7,Yes,High School,No
33907,S33908,3.8,72.2,64.4,No,Master,Yes
33909,S33910,10.3,65.1,71.4,Yes,Associate,No
33911,S33912,8.9,63.6,79.8,Yes,Master,No
33913,S33914,10.0,89.2,93.4,No,Associate,No
33915,S33916,11.4,36.3,36.5,Yes,Bachelor,Yes
33917,S33918,15.3,84.5,46.9,Yes,Master,Yes
33918,S33919,10.2,65.9,63.5,Yes,High School,Yes
33919,S33920,13.1,82.2,29.8,No,Bachelor,No
33921,S33922,8.6,59.1,64.0,Yes,Associate,Yes
33923,S33924,6.0,54.8,80.6,Yes,Associate,No
33925,S33926,4.0,61.7,71.8,Yes,Master,No
33926,S33927,6.7,65.9,83.7,No,Bachelor,No
33927,S33928,9.5,96.5,44.4,No,Master,No
33929,S33930,11.9,74.3,55.2,No,High School,Yes
33930,S33931,7.7,84.6,63.9,No,Bachelor,No
33931,S33932,12.2,80.2,75.3,Yes,Associate,Yes
33932,S33933,15.7,63.2,43.5,No,High School,No
33933,S33934,16.3,82.3,46.4,Yes,Bachelor,Yes
33934,S33935,8.7,54.4,65.8,No,High School,Yes
33935,S33936,13.1,65.3,43.0,No,Bachelor,No
33937,S33938,6.4,87.8,53.3,Yes,Associate,No
33942,S33943,8.1,66.0,55.9,Yes,High School,No
33943,S33944,1.4,63.4,54.3,Yes,Master,No
33945,S33946,7.2,63.0,71.6,No,Associate,Yes
33949,S33950,15.9,18.0,67.4,Yes,Master,No
33952,S33953,7.7,82.4,71.5,Yes,Bachelor,Yes
33953,S33954,7.8,60.4,56.3,No,High School,No
33954,S33955,15.0,65.0,54.3,No,Master,Yes
33955,S33956,15.1,91.8,43.7,Yes,Associate,Yes
33958,S33959,8.6,62.6,79.8,No,Bachelor,Yes
33960,S33961,5.0,51.7,76.1,No,Associate,Yes
33962,S33963,17.6,85.2,49.6,Yes,Bachelor,Yes
33963,S33964,9.1,55.7,53.4,Yes,Master,Yes
33967,S33968,11.9,81.8,82.4,No,High School,Yes
33969,S33970,13.8,95.8,53.1,No,Bachelor,Yes
33970,S33971,7.2,99.1,44.0,No,Associate,No
33972,S33973,11.7,96.4,55.6,Yes,Associate,Yes
33974,S33975,2.3,33.6,79.9,Yes,Associate,No
33976,S33977,8.7,59.7,72.0,Yes,Master,No
33978,S33979,10.3,59.0,75.2,No,Master,No
33980,S33981,10.4,39.8,52.6,Yes,Associate,Yes
33982,S33983,13.1,76.5,57.0,No,High School,No
33984,S33985,9.6,60.7,79.4,Yes,Associate,No
33990,S33991,1.1,44.0,90.7,Yes,Bachelor,No
33992,S33993,4.6,97.8,52.3,No,Associate,Yes
33993,S33994,3.7,34.0,30.9,No,Bachelor,No
33997,S33998,6.7,83.7,35.0,No,High School,No
33998,S33999,11.9,59.0,45.9,Yes,Bachelor,No
34001,S34002,9.1,87.1,57.5,Yes,Master,Yes
34002,S34003,2.8,66.1,35.0,Yes,Bachelor,Yes
34006,S34007,2.6,26.8,71.0,Yes,High School,Yes
34008,S34009,7.3,63.8,76.9,No,High School,Yes
34009,S34010,4.6,47.6,58.8,No,Associate,Yes
34013,S34014,7.8,44.3,65.4,No,Master,Yes
34017,S34018,7.3,65.9,80.9,Yes,Master,No
34018,S34019,1.9,86.3,68.1,Yes,Master,No
34020,S34021,10.7,80.2,71.2,Yes,Bachelor,Yes
34021,S34022,6.0,88.8,55.1,No,High School,No
34024,S34025,17.2,98.3,69.6,No,High School,No
34026,S34027,10.5,73.2,57.9,No,Bachelor,No
34028,S34029,3.7,92.9,73.7,Yes,High School,Yes
34030,S34031,1.5,89.3,73.4,Yes,Master,No
34031,S34032,9.2,80.4,55.3,Yes,High School,Yes
34032,S34033,15.3,86.0,97.0,No,Bachelor,No
34035,S34036,14.9,80.1,72.6,No,High School,No
34036,S34037,1.9,75.6,87.8,No,Associate,Yes
34039,S34040,12.6,63.7,82.7,No,Master,No
34040,S34041,14.6,73.7,57.6,No,High School,Yes
34041,S34042,14.9,84.5,52.8,Yes,Associate,Yes
34043,S34044,17.1,21.9,86.8,Yes,High School,No
34044,S34045,7.7,56.0,41.4,Yes,Bachelor,Yes
34049,S34050,13.6,68.5,74.8,Yes,Master,Yes
34050,S34051,1.5,44.3,71.8,Yes,Associate,Yes
34051,S34052,11.4,68.9,61.3,No,Associate,Yes
34052,S34053,6.0,89.5,46.1,No,Bachelor,Yes
34053,S34054,12.0,63.7,51.4,No,Bachelor,Yes
34054,S34055,9.5,87.1,69.1,Yes,Associate,Yes
34055,S34056,5.3,80.3,66.4,No,Associate,Yes
34056,S34057,15.5,69.3,53.5,Yes,Master,Yes
34057,S34058,7.9,90.5,56.0,No,Associate,No
34061,S34062,10.0,45.9,77.2,No,Bachelor,Yes
34064,S34065,20.8,57.8,72.5,Yes,Master,No
34065,S34066,12.3,92.7,66.3,Yes,Master,No
34066,S34067,11.6,67.3,59.4,Yes,High School,Yes
34070,S34071,21.5,60.9,57.8,No,High School,No
34071,S34072,2.7,95.4,67.6,Yes,High School,No
34072,S34073,18.7,98.3,80.2,Yes,Associate,No
34075,S34076,8.5,83.3,59.3,Yes,Associate,Yes
34076,S34077,23.0,37.1,65.6,Yes,Associate,No
34077,S34078,13.0,98.4,64.9,No,High School,No
34079,S34080,7.3,54.3,60.7,No,High School,Yes
34081,S34082,10.3,75.9,20.1,Yes,Bachelor,Yes
34085,S34086,15.0,90.0,68.6,No,High School,Yes
34086,S34087,14.9,88.9,59.2,Yes,Associate,Yes
34087,S34088,9.7,58.1,47.6,Yes,Master,Yes
34088,S34089,12.9,72.2,53.6,No,Master,Yes
34090,S34091,2.7,39.7,69.7,No,Associate,No
34092,S34093,8.7,31.5,64.6,No,Bachelor,No
34093,S34094,13.5,66.0,73.0,No,Bachelor,No
34094,S34095,13.6,55.1,79.5,No,Bachelor,No
34097,S34098,14.2,75.1,43.3,Yes,Associate,No
34101,S34102,16.1,71.0,72.3,Yes,High School,Yes
34103,S34104,17.1,50.3,83.8,No,High School,No
34107,S34108,11.9,48.8,73.6,Yes,Master,No
34108,S34109,8.6,53.7,93.0,No,Master,Yes
34109,S34110,8.9,71.2,44.4,No,High School,No
34110,S34111,6.5,67.9,80.7,Yes,Associate,No
34111,S34112,7.7,51.5,82.0,No,High School,Yes
34117,S34118,9.0,74.8,40.0,Yes,Master,No
34124,S34125,8.6,82.6,72.2,No,Bachelor,Yes
34125,S34126,17.6,58.7,46.5,No,High School,No
34130,S34131,15.6,59.6,86.7,Yes,Associate,No
34131,S34132,5.5,65.7,65.1,Yes,Bachelor,Yes
34139,S34140,11.2,79.1,75.7,No,Master,No
34140,S34141,9.4,50.7,56.8,No,Master,Yes
34142,S34143,17.5,85.0,58.8,Yes,Master,Yes
34143,S34144,13.6,64.3,44.5,No,High School,No
34144,S34145,7.6,76.6,56.8,No,Master,Yes
34146,S34147,12.9,98.3,55.5,Yes,Master,Yes
34150,S34151,14.4,85.6,62.0,No,Bachelor,No
34151,S34152,11.9,67.1,61.5,No,High School,Yes
34152,S34153,3.8,67.7,71.3,Yes,Associate,Yes
34154,S34155,15.1,72.8,73.8,Yes,Associate,Yes
34156,S34157,7.4,56.3,79.3,No,Master,No
34158,S34159,7.6,35.0,52.0,No,High School,Yes
34162,S34163,17.9,63.2,76.1,No,Master,Yes
34164,S34165,13.9,95.5,36.6,No,Bachelor,Yes
34166,S34167,9.7,70.5,72.1,Yes,High School,No
34167,S34168,5.1,35.8,68.1,Yes,Associate,No
34168,S34169,9.8,53.8,66.2,No,Master,No
34169,S34170,4.2,73.2,78.5,Yes,Bachelor,Yes
34170,S34171,9.9,46.6,54.3,Yes,Associate,Yes
34171,S34172,13.9,89.6,87.6,No,Master,No
34172,S34173,18.6,59.5,75.4,Yes,Associate,Yes
34173,S34174,4.6,73.6,46.8,Yes,Associate,No
34174,S34175,8.7,96.9,50.4,No,High School,No
34175,S34176,7.4,82.4,50.5,Yes,Associate,Yes
34179,S34180,1.5,86.9,65.3,No,Associate,No
34181,S34182,6.7,98.7,77.3,Yes,Associate,Yes
34184,S34185,10.3,84.5,89.9,No,High School,Yes
34187,S34188,12.4,72.8,65.4,No,Master,Yes
34190,S34191,3.4,65.1,57.9,No,Associate,No
34191,S34192,7.0,36.7,80.4,No,Master,Yes
34195,S34196,8.2,69.9,51.5,No,Associate,No
34196,S34197,5.4,94.0,67.3,Yes,Associate,Yes
34197,S34198,12.0,81.2,64.8,Yes,Bachelor,No
34199,S34200,11.8,38.3,65.3,No,High School,No
34201,S34202,11.7,72.2,96.9,Yes,Associate,No
34203,S34204,13.1,72.9,90.4,Yes,Master,Yes
34204,S34205,9.0,61.8,65.9,No,Bachelor,No
34205,S34206,14.6,60.6,55.0,No,Master,Yes
34206,S34207,3.6,94.6,87.1,No,Master,No
34209,S34210,15.2,93.3,59.0,No,High School,No
34214,S34215,14.1,91.5,58.9,No,High School,No
34215,S34216,6.5,55.9,44.0,No,High School,No
34216,S34217,11.3,82.3,79.8,Yes,Bachelor,No
34218,S34219,11.5,57.3,59.9,Yes,Associate,No
34221,S34222,8.2,48.6,53.8,No,Bachelor,No
34222,S34223,13.9,86.4,62.6,No,High School,No
34224,S34225,13.0,61.6,82.7,No,Associate,No
34226,S34227,14.3,65.9,34.2,Yes,Bachelor,No
34227,S34228,2.1,70.7,29.1,No,Associate,Yes
34228,S34229,8.3,72.9,73.7,Yes,Bachelor,Yes
34230,S34231,8.8,64.6,77.6,No,Associate,Yes
34232,S34233,11.5,74.7,64.2,Yes,Master,No
34233,S34234,7.4,85.5,73.0,No,Associate,No
34238,S34239,10.6,68.2,57.7,No,Master,Yes
34241,S34242,18.9,63.5,59.4,No,Bachelor,No
34243,S34244,11.4,90.2,35.2,Yes,Master,No
34244,S34245,6.8,83.4,93.9,No,Bachelor,No
34246,S34247,11.6,55.5,62.5,Yes,Associate,Yes
34248,S34249,10.0,86.2,55.3,Yes,Master,Yes
34251,S34252,3.3,94.9,55.6,No,High School,Yes
34252,S34253,2.4,65.1,56.7,No,Associate,Yes
34256,S34257,7.8,28.1,51.3,Yes,Associate,No
34257,S34258,3.3,95.2,69.0,No,Master,Yes
34261,S34262,2.7,36.5,72.8,No,Master,No
34264,S34265,4.0,36.0,47.4,Yes,High School,No
34265,S34266,11.5,78.3,67.3,Yes,Bachelor,No
34266,S34267,8.0,77.9,67.2,No,Associate,Yes
34269,S34270,8.8,27.3,60.9,No,Master,Yes
34271,S34272,9.4,97.1,86.7,No,High School,Yes
34272,S34273,6.9,42.5,50.5,No,Bachelor,Yes
34274,S34275,7.9,75.0,62.9,Yes,High School,Yes
34277,S34278,11.4,78.7,74.9,Yes,Master,No
